well_oligo	plate_oligo	cell_type	replicate	time_point	drug_dose	Combo	catalog_number	vehicle	dose_pattern	dose_character	dose	treatment	CAS.Number	M.w.	name	SMILES
plate10_E10	plate40	A549	rep2	24	S2673_1	plate10_E10plate40	S2673	FALSE	1	10000	10000	S2673	871700-17-3	615.39	Trametinib (GSK1120212)	CN1C(=O)C(=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC4=CC=C(I)C=C4F)C5=CC(=CC=C5)NC(C)=O)C
plate10_E10	plate48	MCF7	rep2	24	S2673_1	plate10_E10plate48	S2673	FALSE	1	10000	10000	S2673	871700-17-3	615.39	Trametinib (GSK1120212)	CN1C(=O)C(=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC4=CC=C(I)C=C4F)C5=CC(=CC=C5)NC(C)=O)C
plate10_G10	plate8	K562	rep1	24	S2679_4	plate10_G10plate8	S2679	FALSE	4	10	10	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate10_G10	plate16	A549	rep1	24	S2679_4	plate10_G10plate16	S2679	FALSE	4	10	10	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate10_G10	plate24	MCF7	rep1	24	S2679_4	plate10_G10plate24	S2679	FALSE	4	10	10	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate10_G4	plate32	K562	rep2	24	S2679_4	plate10_G4plate32	S2679	FALSE	4	10	10	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate10_G4	plate40	A549	rep2	24	S2679_4	plate10_G4plate40	S2679	FALSE	4	10	10	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate10_G4	plate48	MCF7	rep2	24	S2679_4	plate10_G4plate48	S2679	FALSE	4	10	10	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate10_G4	plate8	K562	rep1	24	S2679_3	plate10_G4plate8	S2679	FALSE	3	100	100	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate10_G4	plate16	A549	rep1	24	S2679_3	plate10_G4plate16	S2679	FALSE	3	100	100	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate10_G4	plate24	MCF7	rep1	24	S2679_3	plate10_G4plate24	S2679	FALSE	3	100	100	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate9_G10	plate31	K562	rep2	24	S2679_3	plate9_G10plate31	S2679	FALSE	3	100	100	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate9_G10	plate39	A549	rep2	24	S2679_3	plate9_G10plate39	S2679	FALSE	3	100	100	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate9_G10	plate47	MCF7	rep2	24	S2679_3	plate9_G10plate47	S2679	FALSE	3	100	100	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate9_G10	plate7	K562	rep1	24	S2679_2	plate9_G10plate7	S2679	FALSE	2	1000	1000	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate9_G10	plate15	A549	rep1	24	S2679_2	plate9_G10plate15	S2679	FALSE	2	1000	1000	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate9_G10	plate23	MCF7	rep1	24	S2679_2	plate9_G10plate23	S2679	FALSE	2	1000	1000	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate9_G4	plate31	K562	rep2	24	S2679_2	plate9_G4plate31	S2679	FALSE	2	1000	1000	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate9_G4	plate39	A549	rep2	24	S2679_2	plate9_G4plate39	S2679	FALSE	2	1000	1000	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate9_G4	plate47	MCF7	rep2	24	S2679_2	plate9_G4plate47	S2679	FALSE	2	1000	1000	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate9_G4	plate7	K562	rep1	24	S2679_1	plate9_G4plate7	S2679	FALSE	1	10000	10000	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate9_G4	plate15	A549	rep1	24	S2679_1	plate9_G4plate15	S2679	FALSE	1	10000	10000	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate9_G4	plate23	MCF7	rep1	24	S2679_1	plate9_G4plate23	S2679	FALSE	1	10000	10000	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate10_G10	plate32	K562	rep2	24	S2679_1	plate10_G10plate32	S2679	FALSE	1	10000	10000	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate10_G10	plate40	A549	rep2	24	S2679_1	plate10_G10plate40	S2679	FALSE	1	10000	10000	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate10_G10	plate48	MCF7	rep2	24	S2679_1	plate10_G10plate48	S2679	FALSE	1	10000	10000	S2679	131740-09-5	438.3	Flavopiridol HCl	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
plate6_F8	plate4	K562	rep1	24	S2686_4	plate6_F8plate4	S2686	FALSE	4	10	10	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate6_F8	plate12	A549	rep1	24	S2686_4	plate6_F8plate12	S2686	FALSE	4	10	10	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate6_F8	plate20	MCF7	rep1	24	S2686_4	plate6_F8plate20	S2686	FALSE	4	10	10	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate6_F2	plate28	K562	rep2	24	S2686_4	plate6_F2plate28	S2686	FALSE	4	10	10	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate6_F2	plate36	A549	rep2	24	S2686_4	plate6_F2plate36	S2686	FALSE	4	10	10	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate6_F2	plate44	MCF7	rep2	24	S2686_4	plate6_F2plate44	S2686	FALSE	4	10	10	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate6_F2	plate4	K562	rep1	24	S2686_3	plate6_F2plate4	S2686	FALSE	3	100	100	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate6_F2	plate12	A549	rep1	24	S2686_3	plate6_F2plate12	S2686	FALSE	3	100	100	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate6_F2	plate20	MCF7	rep1	24	S2686_3	plate6_F2plate20	S2686	FALSE	3	100	100	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate5_F8	plate27	K562	rep2	24	S2686_3	plate5_F8plate27	S2686	FALSE	3	100	100	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate5_F8	plate35	A549	rep2	24	S2686_3	plate5_F8plate35	S2686	FALSE	3	100	100	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate5_F8	plate43	MCF7	rep2	24	S2686_3	plate5_F8plate43	S2686	FALSE	3	100	100	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate5_F8	plate3	K562	rep1	24	S2686_2	plate5_F8plate3	S2686	FALSE	2	1000	1000	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate5_F8	plate11	A549	rep1	24	S2686_2	plate5_F8plate11	S2686	FALSE	2	1000	1000	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate5_F8	plate19	MCF7	rep1	24	S2686_2	plate5_F8plate19	S2686	FALSE	2	1000	1000	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate5_F2	plate27	K562	rep2	24	S2686_2	plate5_F2plate27	S2686	FALSE	2	1000	1000	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate5_F2	plate35	A549	rep2	24	S2686_2	plate5_F2plate35	S2686	FALSE	2	1000	1000	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate5_F2	plate43	MCF7	rep2	24	S2686_2	plate5_F2plate43	S2686	FALSE	2	1000	1000	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate5_F2	plate3	K562	rep1	24	S2686_1	plate5_F2plate3	S2686	FALSE	1	10000	10000	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate5_F2	plate11	A549	rep1	24	S2686_1	plate5_F2plate11	S2686	FALSE	1	10000	10000	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate5_F2	plate19	MCF7	rep1	24	S2686_1	plate5_F2plate19	S2686	FALSE	1	10000	10000	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate6_F8	plate28	K562	rep2	24	S2686_1	plate6_F8plate28	S2686	FALSE	1	10000	10000	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate6_F8	plate36	A549	rep2	24	S2686_1	plate6_F8plate36	S2686	FALSE	1	10000	10000	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate6_F8	plate44	MCF7	rep2	24	S2686_1	plate6_F8plate44	S2686	FALSE	1	10000	10000	S2686	1092499-93-8 (free base)	563.47	NVP-BSK805 2HCl	Cl.Cl.FC1=CC(=CC(F)=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CN(N=C1)C1CCNCC1 |c:3,6,17,19,21,24,26,32,t:1,29|
plate6_G8	plate4	K562	rep1	24	S2692_4	plate6_G8plate4	S2692	FALSE	4	10	10	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate6_G8	plate12	A549	rep1	24	S2692_4	plate6_G8plate12	S2692	FALSE	4	10	10	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate6_G8	plate20	MCF7	rep1	24	S2692_4	plate6_G8plate20	S2692	FALSE	4	10	10	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate6_G2	plate28	K562	rep2	24	S2692_4	plate6_G2plate28	S2692	FALSE	4	10	10	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate6_G2	plate36	A549	rep2	24	S2692_4	plate6_G2plate36	S2692	FALSE	4	10	10	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate6_G2	plate44	MCF7	rep2	24	S2692_4	plate6_G2plate44	S2692	FALSE	4	10	10	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate6_G2	plate4	K562	rep1	24	S2692_3	plate6_G2plate4	S2692	FALSE	3	100	100	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate6_G2	plate12	A549	rep1	24	S2692_3	plate6_G2plate12	S2692	FALSE	3	100	100	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate6_G2	plate20	MCF7	rep1	24	S2692_3	plate6_G2plate20	S2692	FALSE	3	100	100	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate5_G8	plate27	K562	rep2	24	S2692_3	plate5_G8plate27	S2692	FALSE	3	100	100	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate5_G8	plate35	A549	rep2	24	S2692_3	plate5_G8plate35	S2692	FALSE	3	100	100	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate5_G8	plate43	MCF7	rep2	24	S2692_3	plate5_G8plate43	S2692	FALSE	3	100	100	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate5_G8	plate3	K562	rep1	24	S2692_2	plate5_G8plate3	S2692	FALSE	2	1000	1000	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate5_G8	plate11	A549	rep1	24	S2692_2	plate5_G8plate11	S2692	FALSE	2	1000	1000	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate5_G8	plate19	MCF7	rep1	24	S2692_2	plate5_G8plate19	S2692	FALSE	2	1000	1000	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate5_G2	plate27	K562	rep2	24	S2692_2	plate5_G2plate27	S2692	FALSE	2	1000	1000	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate5_G2	plate35	A549	rep2	24	S2692_2	plate5_G2plate35	S2692	FALSE	2	1000	1000	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate5_G2	plate43	MCF7	rep2	24	S2692_2	plate5_G2plate43	S2692	FALSE	2	1000	1000	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate5_G2	plate3	K562	rep1	24	S2692_1	plate5_G2plate3	S2692	FALSE	1	10000	10000	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate5_G2	plate11	A549	rep1	24	S2692_1	plate5_G2plate11	S2692	FALSE	1	10000	10000	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate5_G2	plate19	MCF7	rep1	24	S2692_1	plate5_G2plate19	S2692	FALSE	1	10000	10000	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate6_G8	plate28	K562	rep2	24	S2692_1	plate6_G8plate28	S2692	FALSE	1	10000	10000	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate6_G8	plate36	A549	rep2	24	S2692_1	plate6_G8plate36	S2692	FALSE	1	10000	10000	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate6_G8	plate44	MCF7	rep2	24	S2692_1	plate6_G8plate44	S2692	FALSE	1	10000	10000	S2692	936091-14-4	509.67	TG101209	CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1 |c:22,24,34,37,t:8,10,13,15,20|
plate6_H8	plate4	K562	rep1	24	S2693_4	plate6_H8plate4	S2693	FALSE	4	10	10	S2693	864814-88-0	349.4	Resminostat	CN(C)CC1=CC=C(C=C1)S(=O)(=O)N1C=CC(\C=C\C(=O)NO)=C1 |c:6,8,15,23,t:4|
plate6_H8	plate12	A549	rep1	24	S2693_4	plate6_H8plate12	S2693	FALSE	4	10	10	S2693	864814-88-0	349.4	Resminostat	CN(C)CC1=CC=C(C=C1)S(=O)(=O)N1C=CC(\C=C\C(=O)NO)=C1 |c:6,8,15,23,t:4|
plate6_H8	plate20	MCF7	rep1	24	S2693_4	plate6_H8plate20	S2693	FALSE	4	10	10	S2693	864814-88-0	349.4	Resminostat	CN(C)CC1=CC=C(C=C1)S(=O)(=O)N1C=CC(\C=C\C(=O)NO)=C1 |c:6,8,15,23,t:4|
plate6_H2	plate28	K562	rep2	24	S2693_4	plate6_H2plate28	S2693	FALSE	4	10	10	S2693	864814-88-0	349.4	Resminostat	CN(C)CC1=CC=C(C=C1)S(=O)(=O)N1C=CC(\C=C\C(=O)NO)=C1 |c:6,8,15,23,t:4|
plate6_H2	plate36	A549	rep2	24	S2693_4	plate6_H2plate36	S2693	FALSE	4	10	10	S2693	864814-88-0	349.4	Resminostat	CN(C)CC1=CC=C(C=C1)S(=O)(=O)N1C=CC(\C=C\C(=O)NO)=C1 |c:6,8,15,23,t:4|
plate6_H2	plate44	MCF7	rep2	24	S2693_4	plate6_H2plate44	S2693	FALSE	4	10	10	S2693	864814-88-0	349.4	Resminostat	CN(C)CC1=CC=C(C=C1)S(=O)(=O)N1C=CC(\C=C\C(=O)NO)=C1 |c:6,8,15,23,t:4|
plate6_H2	plate4	K562	rep1	24	S2693_3	plate6_H2plate4	S2693	FALSE	3	100	100	S2693	864814-88-0	349.4	Resminostat	CN(C)CC1=CC=C(C=C1)S(=O)(=O)N1C=CC(\C=C\C(=O)NO)=C1 |c:6,8,15,23,t:4|
plate6_H2	plate12	A549	rep1	24	S2693_3	plate6_H2plate12	S2693	FALSE	3	100	100	S2693	864814-88-0	349.4	Resminostat	CN(C)CC1=CC=C(C=C1)S(=O)(=O)N1C=CC(\C=C\C(=O)NO)=C1 |c:6,8,15,23,t:4|
plate6_H2	plate20	MCF7	rep1	24	S2693_3	plate6_H2plate20	S2693	FALSE	3	100	100	S2693	864814-88-0	349.4	Resminostat	CN(C)CC1=CC=C(C=C1)S(=O)(=O)N1C=CC(\C=C\C(=O)NO)=C1 |c:6,8,15,23,t:4|
plate5_H8	plate27	K562	rep2	24	S2693_3	plate5_H8plate27	S2693	FALSE	3	100	100	S2693	864814-88-0	349.4	Resminostat	CN(C)CC1=CC=C(C=C1)S(=O)(=O)N1C=CC(\C=C\C(=O)NO)=C1 |c:6,8,15,23,t:4|
plate5_H8	plate35	A549	rep2	24	S2693_3	plate5_H8plate35	S2693	FALSE	3	100	100	S2693	864814-88-0	349.4	Resminostat	CN(C)CC1=CC=C(C=C1)S(=O)(=O)N1C=CC(\C=C\C(=O)NO)=C1 |c:6,8,15,23,t:4|
